Place of interest,Type of place,Place address,Distance from parking in mts,BiciPARK station,BiciPARK address,Spots available
Auditorio Nacional de Música,Instalaciones accesibles NO municipales,Calle Principe De Vergara 146,13705.39,Bicipark Aviación,Parking Aviación Española,10
Espacio para mayores Las Tablas,Instalaciones accesibles NO municipales,Avenida Camino De Santiago 39,13728.74,Bicipark Almagro,"Calle Almagro, 11",12
Colegio Stella Maris La Gavia,Instalaciones accesibles NO municipales,Calle Peñaranda De Bracamonte 9,13759.85,Bicipark Recuerdo,"Calle Hiedra, 26",13
Administración Fermín Caballero. AEAT,Instalaciones accesibles NO municipales,Calle Fermin Caballero 66,13771.62,Bicipark Aviación,Parking Aviación Española,10
Centro ocupacional y residencia Carabanchel,Instalaciones accesibles NO municipales,Calle General Ricardos 177,13773.45,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Instituto de Educación Secundaria (IES) Vista Alegre,Instalaciones accesibles NO municipales,Calle General Ricardos 177,13775.01,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Centro de día para mayores Saraiva,Instalaciones accesibles NO municipales,Calle Fundadores 10,13775.21,Bicipark Aviación,Parking Aviación Española,10
Sede QuedaT.com Tetuán,Instalaciones accesibles NO municipales,Calle Cedros 3,13778.45,Bicipark Aviación,Parking Aviación Española,10
Oficina de Correos. Sucursal 02. Calle Luis Vives,Instalaciones accesibles NO municipales,Calle Luis Vives 12,13782.15,Bicipark Aviación,Parking Aviación Española,10
Sede QuedaT.com Puente de Vallecas,Instalaciones accesibles NO municipales,Calle Cardeñosa 18,13804.17,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Oficina de Correos. Sucursal 27. Calle Dobla,Instalaciones accesibles NO municipales,Calle Dobla 5,13804.31,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Oficina de Correos. Sucursal 04. Calle General Ricardos,Instalaciones accesibles NO municipales,Calle General Ricardos 212,13829.21,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Oficina de Correos. Sucursal 64. Aeropuerto T1. Llegadas Sala 1,Instalaciones accesibles NO municipales,Aeropuerto T1 T2 T3  Sala 1 (Llegadas),13829.42,Bicipark Orense,"Avenida General Perón, 27",9
Colegio Tajamar,Instalaciones accesibles NO municipales,Calle Pio Felipe 12,13841.73,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Instituto de Educación Secundaria (IES) Moratalaz,Instalaciones accesibles NO municipales,Calle Corregidor Diego De Valderrabano 35,13843.4,Bicipark Aviación,Parking Aviación Española,10
Oficina de Correos. Sucursal 58. Universidad Autónoma Cantoblanco,Instalaciones accesibles NO municipales,Calle Kant  Sin Número,13845.07,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 24. Plaza Párroco Luis Calleja,Instalaciones accesibles NO municipales,Plaza Parroco Luis Calleja 12,13859.9,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Biblioteca Pública Luis Rosales (Carabanchel),Instalaciones accesibles NO municipales,Calle Antonia Rodriguez Sacristan 7 Y 9,13881.02,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Oficina de Correos. Sucursal 33. Calle Caroli,Instalaciones accesibles NO municipales,Calle Caroli 10,13884.23,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Biblioteca Pública Antonio Mingote (Latina),Instalaciones accesibles NO municipales,Calle Rafael Finat 51,13887.47,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Sala de exposiciones Fundación Canal (Castellana 214),Instalaciones accesibles NO municipales,Paseo Castellana 214,13902.65,Bicipark Aviación,Parking Aviación Española,10
Museo de Mineralogía,Instalaciones accesibles NO municipales,Calle Francisco Tomas Y Valiente 7 Facultad De Ciencias - Departamento Geología Y Geoquímica,13921.62,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 32. Plaza Rogelio Enríquez,Instalaciones accesibles NO municipales,Plaza Rogelio Enriquez 5,13934.18,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Centro de día y centro de rehabilitación Fundación Manantial para personas con trastorno mental grave de Barajas,Instalaciones accesibles NO municipales,Plaza Hermanos Falco Y Alvarez De Toledo 1,13958.46,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Aeropuerto Adolfo Suarez Madrid -  Barajas,Instalaciones accesibles NO municipales,Avenida Hispanidad,13964.29,Bicipark Orense,"Avenida General Perón, 27",9
Intercambiador de transporte. Aeropuerto T1 - T2 - T3,Instalaciones accesibles NO municipales,Avenida Hispanidad 44,13964.65,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Correos. Sucursal 44. Calle Padre Rubio,Instalaciones accesibles NO municipales,Calle Padre Rubio 43,13971.42,Bicipark Aviación,Parking Aviación Española,10
Instituto de Educación Secundaria (IES) María Rodrigo,Instalaciones accesibles NO municipales,"Calle Talamanca Del Jarama, Esquina Granja De San Ildefonso",13971.79,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Colegio Público Virgen del Cerro,Instalaciones accesibles NO municipales,Calle Mohernando 1,13978.81,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Colegio Público Ciudad de Jaén,Instalaciones accesibles NO municipales,Calle Madre Rosa Blanco 3,13983.08,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Colegio Stella Maris La Gavia,Instalaciones accesibles NO municipales,Calle Peñaranda De Bracamonte 9,13995.64,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Colegio Público Luis Bello,Instalaciones accesibles NO municipales,Calle Luis Cabrera 66,13995.86,Bicipark Aviación,Parking Aviación Española,10
Biblioteca Pública del Estado Manuel Alvar  (Salamanca),Instalaciones accesibles NO municipales,Calle Azcona 42,13996.85,Bicipark Aviación,Parking Aviación Española,10
Centro de día y centro de rehabilitación Fundación Manantial para personas con trastorno mental grave de Barajas,Instalaciones accesibles NO municipales,Plaza Hermanos Falco Y Alvarez De Toledo 1,14004.02,Bicipark Montalban,"Calle de Montalbán, 5",15
Palacio Real de El Pardo,Instalaciones accesibles NO municipales,Calle Manuel Alonso 8,14015.29,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Tanatorio Sur de Madrid,Instalaciones accesibles NO municipales,Calle Ildefonso Gonzalez Valencia 1,14017.44,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Centro de atención e información de la Agencia de la Seguridad Social (CAISS) nº 4 Vallecas,Instalaciones accesibles NO municipales,Calle Picos De Europa 49,14027.98,Bicipark Aviación,Parking Aviación Española,10
Oficina de Correos. Sucursal 77. Calle Eduardo Barreiros,Instalaciones accesibles NO municipales,Calle Eduardo Barreiros 3 Y 5,14040.32,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Centro de día y centro de rehabilitación Fundación Manantial para personas con trastorno mental grave de Barajas,Instalaciones accesibles NO municipales,Plaza Hermanos Falco Y Alvarez De Toledo 1,14045.03,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Sede QuedaT.com San Blas-Canillejas,Instalaciones accesibles NO municipales,Calle San Faustino 14,14051.59,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Espacio para mayores Las Tablas,Instalaciones accesibles NO municipales,Avenida Camino De Santiago 39,14055.81,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Residencia Mirasierra para personas con discapacidad intelectual gravemente afectadas y centro de día CAMP Mirasierra,Instalaciones accesibles NO municipales,Calle La Maso 40,14066.72,Bicipark Aviación,Parking Aviación Española,10
Escuela Infantil Betaria,Instalaciones accesibles NO municipales,Calle Padre Rubio 14,14076.57,Bicipark Aviación,Parking Aviación Española,10
Oficina de Correos. Sucursal 57. Plaza Movimiento Ciudadano,Instalaciones accesibles NO municipales,Plaza Movimiento Ciudadano 1,14084.13,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Oficina de Correos. Sucursal 58. Universidad Autónoma Cantoblanco,Instalaciones accesibles NO municipales,Calle Kant  Sin Número,14095.45,Bicipark Montalban,"Calle de Montalbán, 5",15
Instituto de Educación Secundaria (IES) Ciudad de Jaén,Instalaciones accesibles NO municipales,Camino Rio 5,14110.1,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Biblioteca Pública María Moliner (Villaverde),Instalaciones accesibles NO municipales,Calle Villalonso 16,14116.15,Bicipark Recuerdo,"Calle Hiedra, 26",13
Residencia para mayores Juan XXIII (Aravaca),Instalaciones accesibles NO municipales,Calle Procion 10,14121.08,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
"Sala de exposiciones Fundación Canal (Mateo Inurria, 2)",Instalaciones accesibles NO municipales,Calle Mateo Inurria 2,14130.86,Bicipark Aviación,Parking Aviación Española,10
Centro de atención e información de la Agencia de la Seguridad Social (CAISS) nº 8 Villaverde,Instalaciones accesibles NO municipales,Avenida Real De Pinto 7 Y 9,14137.65,Bicipark Recuerdo,"Calle Hiedra, 26",13
Intercambiador de transporte. Plaza de Castilla,Instalaciones accesibles NO municipales,Paseo Castellana 195,14138.03,Bicipark Aviación,Parking Aviación Española,10
Administración Suroeste. AEAT,Instalaciones accesibles NO municipales,Calle Aguacate 27,14154.9,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Instituto de Educación Secundaria (IES) Príncipe Felipe,Instalaciones accesibles NO municipales,Calle Finisterre 60,14155.29,Bicipark Aviación,Parking Aviación Española,10
Oficina de Correos. Sucursal 64. Aeropuerto T1. Llegadas Sala 1,Instalaciones accesibles NO municipales,Aeropuerto T1 T2 T3  Sala 1 (Llegadas),14162.33,Bicipark Almagro,"Calle Almagro, 11",12
Museo de Mineralogía,Instalaciones accesibles NO municipales,Calle Francisco Tomas Y Valiente 7 Facultad De Ciencias - Departamento Geología Y Geoquímica,14172.05,Bicipark Montalban,"Calle de Montalbán, 5",15
Residencia Universitaria Erasmo,Instalaciones accesibles NO municipales,Calle Erasmo De Rotterdam 5 Y 7,14232.53,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Comisaría de Policía y Oficina de Tramitación DNI y Pasaporte (San Blas - Canillejas),Instalaciones accesibles NO municipales,Calle Alberique 20,14247.28,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Centro de Día Privado 'Muguet',Instalaciones accesibles NO municipales,Calle Muguet 7,14250.09,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Centro de Educación Especial El Despertar,Instalaciones accesibles NO municipales,Calle Adonis 1,14265.74,Bicipark Recuerdo,"Calle Hiedra, 26",13
Residencia y centro de rehabilitación Duques de Lugo,Instalaciones accesibles NO municipales,Calle Adonis 1,14265.74,Bicipark Recuerdo,"Calle Hiedra, 26",13
Colegio Público de Educación Especial Fundación Goyeneche,Instalaciones accesibles NO municipales,Calle Arcos De Jalon 22,14277.38,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Centro de día Funprodami,Instalaciones accesibles NO municipales,Calle Garcia Miranda 4,14280.27,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
ASPAYM Madrid (Asociación de Parapléjicos y Personas con Gran Discapacidad Física de la Comunidad de Madrid),Instalaciones accesibles NO municipales,Camino Valderribas 115,14282.43,Bicipark Aviación,Parking Aviación Española,10
Colegio Mayor Juan Luis Vives,Instalaciones accesibles NO municipales,Calle Francisco Suarez 7,14303.85,Bicipark Aviación,Parking Aviación Española,10
Cine Cinesa Las Rosas,Instalaciones accesibles NO municipales,Avenida Guadalajara 2,14310.91,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Parroquia Santa Eulalia de Mérida,Instalaciones accesibles NO municipales,Calle Pedroches 5,14323.97,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Instituto de Educación Secundaria (IES) Celestino Mutis,Instalaciones accesibles NO municipales,Calle Huerta De Villaverde 15,14333.94,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Correos. Sucursal 64. Aeropuerto T1. Llegadas Sala 1,Instalaciones accesibles NO municipales,Aeropuerto T1 T2 T3  Sala 1 (Llegadas),14360.89,Bicipark Montalban,"Calle de Montalbán, 5",15
Instituto de Educación Secundaria (IES) García Morato,Instalaciones accesibles NO municipales,Calle General Saliquet 34,14363.77,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Colegio Público San Juan de la Cruz,Instalaciones accesibles NO municipales,Calle Honduras 10,14375.76,Bicipark Aviación,Parking Aviación Española,10
Aeropuerto Adolfo Suarez Madrid -  Barajas,Instalaciones accesibles NO municipales,Avenida Hispanidad,14378.38,Bicipark Almagro,"Calle Almagro, 11",12
Intercambiador de transporte. Aeropuerto T1 - T2 - T3,Instalaciones accesibles NO municipales,Avenida Hispanidad 44,14378.78,Bicipark Almagro,"Calle Almagro, 11",12
Instituto de Educación Secundaria (IES) Avenida de los Toreros,Instalaciones accesibles NO municipales,Avenida Toreros 57,14384.89,Bicipark Aviación,Parking Aviación Española,10
Servicio de Documentación y Biblioteca de la Asamblea de Madrid,Instalaciones accesibles NO municipales,Plaza Asamblea De Madrid 1,14385.84,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Centro de rehabilitación Orpea Madrid Mirasierra,Instalaciones accesibles NO municipales,Avenida Ventisquero De La Condesa 46 Planta Baja,14387.92,Bicipark Aviación,Parking Aviación Española,10
Oficina de Correos. Sucursal 64. Aeropuerto T1. Llegadas Sala 1,Instalaciones accesibles NO municipales,Aeropuerto T1 T2 T3  Sala 1 (Llegadas),14397.99,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Instituto de Educación Secundaria (IES) Tetuán de las Victorias,Instalaciones accesibles NO municipales,Calle Via Limite 14,14405.16,Bicipark Aviación,Parking Aviación Española,10
Instituto de Educación Secundaria (IES) Villaverde,Instalaciones accesibles NO municipales,Calle Alianza 20,14407.21,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Centro de Día Privado 'Trébol',Instalaciones accesibles NO municipales,Calle Palomares 71,14419.8,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Correos. Sucursal 64. Aeropuerto T1. Llegadas Sala 1,Instalaciones accesibles NO municipales,Aeropuerto T1 T2 T3  Sala 1 (Llegadas),14428.86,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 19. Calle Chile,Instalaciones accesibles NO municipales,Calle Chile 4,14445.46,Bicipark Aviación,Parking Aviación Española,10
Oficina de Empleo Aluche,Instalaciones accesibles NO municipales,Calle Illescas 189,14450.82,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Biblioteca Pública Antonio Mingote (Latina),Instalaciones accesibles NO municipales,Calle Rafael Finat 51,14459.96,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Correos. Sucursal 32. Plaza Rogelio Enríquez,Instalaciones accesibles NO municipales,Plaza Rogelio Enriquez 5,14480.91,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Residencia Universitaria Erasmo,Instalaciones accesibles NO municipales,Calle Erasmo De Rotterdam 5 Y 7,14487.36,Bicipark Montalban,"Calle de Montalbán, 5",15
Comisaría de Policía (Carabanchel),Instalaciones accesibles NO municipales,Calle Padre Amigo 3,14492.75,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Sede QuedaT.com Villaverde,Instalaciones accesibles NO municipales,Calle Albino Hernández Lázaro 36,14493.98,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Empleo Prosperidad,Instalaciones accesibles NO municipales,Calle Canillas 104,14517.91,Bicipark Aviación,Parking Aviación Española,10
Instituto de Educación Secundaria (IES) San Cristóbal de los Ángeles,Instalaciones accesibles NO municipales,Plaza Pinazo 7,14538.74,Bicipark Recuerdo,"Calle Hiedra, 26",13
Instituto de Educación Secundaria (IES) Antonio Machado,Instalaciones accesibles NO municipales,Calle Alfonso Fernandez 25,14547.3,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Empleo Villaverde,Instalaciones accesibles NO municipales,Calle Salsipuedes 7,14551.58,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Tramitación de DNI y Pasaporte (Usera-Villaverde 1),Instalaciones accesibles NO municipales,Paseo Gigantes Y Cabezudos 30,14561.34,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Instituto de Educación Secundaria (IES) Numancia,Instalaciones accesibles NO municipales,Calle Las Marismas 14,14563.31,Bicipark Aviación,Parking Aviación Española,10
Palacio Real de El Pardo,Instalaciones accesibles NO municipales,Calle Manuel Alonso 8,14565.1,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Colegio Público Martínez Montañés,Instalaciones accesibles NO municipales,Calle Hacienda De Pavones 223,14581.32,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Oficina de Correos. Sucursal 39. Calle Arroyo de la Media Legua,Instalaciones accesibles NO municipales,Calle Arroyo De La Media Legua 56,14590.9,Bicipark Aviación,Parking Aviación Española,10
Espacio para mayores Las Tablas,Instalaciones accesibles NO municipales,Avenida Camino De Santiago 39,14602.32,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 92. Eroski Avenida Pablo Neruda,Instalaciones accesibles NO municipales,Avenida Pablo Neruda 91,14606.33,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
"Centro de día, centro ocupacional y residencia APADEMA",Instalaciones accesibles NO municipales,Calle Moralzarzal 73,14610.98,Bicipark Aviación,Parking Aviación Española,10
Aeropuerto Adolfo Suarez Madrid -  Barajas,Instalaciones accesibles NO municipales,Avenida Hispanidad,14617.73,Bicipark Montalban,"Calle de Montalbán, 5",15
Intercambiador de transporte. Aeropuerto T1 - T2 - T3,Instalaciones accesibles NO municipales,Avenida Hispanidad 44,14618.16,Bicipark Montalban,"Calle de Montalbán, 5",15
